1.57026,-3.14111,1.5713,0.001309,-0.000666296,-0.000707632,
1.56862,-3.13966,1.57282,0.00523599,-0.00266519,-0.00283053,
1.5659,-3.13725,1.57534,0.011781,-0.00599667,-0.00636869,
1.5621,-3.13387,1.57887,0.020944,-0.0106607,-0.0113221,
1.5572,-3.12953,1.58341,0.0327249,-0.0166574,-0.0176908,
1.55122,-3.12422,1.58896,0.0471239,-0.0239867,-0.0254748,
1.54414,-3.11794,1.59552,0.0641409,-0.0326485,-0.034674,
1.53598,-3.11071,1.60309,0.0837758,-0.042643,-0.0452885,
1.52674,-3.1025,1.61166,0.106029,-0.05397,-0.0573182,
1.5164,-3.09333,1.62125,0.1309,-0.0666296,-0.0707632,
1.50498,-3.0832,1.63184,0.158389,-0.0806219,-0.0856235,
1.49246,-3.0721,1.64344,0.188496,-0.0959467,-0.101899,
1.47886,-3.06004,1.65605,0.22122,-0.112604,-0.11959,
1.46417,-3.04701,1.66967,0.256563,-0.130594,-0.138696,
1.4484,-3.03302,1.6843,0.294524,-0.149917,-0.159217,
1.43153,-3.01806,1.69994,0.335103,-0.170572,-0.181154,
1.41358,-3.00213,1.71659,0.3783,-0.19256,-0.204506,
1.39454,-2.98524,1.73424,0.424115,-0.21588,-0.229273,
1.37441,-2.96739,1.75291,0.472548,-0.240533,-0.255455,
1.3532,-2.94857,1.77258,0.523599,-0.266519,-0.283053,
1.33144,-2.92927,1.79276,0.575959,-0.29317,-0.311358,
1.30968,-2.90996,1.81294,0.628319,-0.319822,-0.339664,
1.28792,-2.89066,1.83312,0.680678,-0.346474,-0.367969,
1.26616,-2.87136,1.8533,0.733038,-0.373126,-0.396274,
1.2444,-2.85206,1.87347,0.785398,-0.399778,-0.424579,
1.22264,-2.83276,1.89365,0.837758,-0.42643,-0.452885,
1.20088,-2.81345,1.91383,0.890118,-0.453082,-0.48119,
1.17912,-2.79415,1.93401,0.942478,-0.479733,-0.509495,
1.15736,-2.77485,1.95419,0.994838,-0.506385,-0.537801,
1.1356,-2.75555,1.97437,1.0472,-0.533037,-0.566106,
1.11384,-2.73624,1.99454,1.09956,-0.559689,-0.594411,
1.09208,-2.71694,2.01472,1.15192,-0.586341,-0.622717,
1.07032,-2.69764,2.0349,1.20428,-0.612993,-0.651022,
1.04856,-2.67834,2.05508,1.25664,-0.639644,-0.679327,
1.02679,-2.65904,2.07526,1.309,-0.666296,-0.707632,
1.00503,-2.63973,2.09543,1.36136,-0.692948,-0.735938,
0.983275,-2.62043,2.11561,1.41372,-0.7196,-0.764243,
0.961514,-2.60113,2.13579,1.46608,-0.746252,-0.792548,
0.939754,-2.58183,2.15597,1.51844,-0.772904,-0.820854,
0.917994,-2.56253,2.17615,1.5708,-0.799556,-0.849159,
0.896497,-2.54346,2.19608,1.62252,-0.825884,-0.877121,
0.876039,-2.52531,2.21505,1.67175,-0.850942,-0.903734,
0.856668,-2.50813,2.23302,1.71836,-0.874667,-0.928931,
0.838385,-2.49191,2.24997,1.76235,-0.89706,-0.952712,
0.821191,-2.47666,2.26591,1.80373,-0.91812,-0.975079,
0.805084,-2.46237,2.28085,1.84248,-0.937847,-0.99603,
0.790065,-2.44905,2.29478,1.87862,-0.956242,-1.01557,
0.776135,-2.43669,2.30769,1.91214,-0.973304,-1.03369,
0.763292,-2.4253,2.3196,1.94304,-0.989034,-1.05039,
0.751538,-2.41487,2.3305,1.97133,-1.00343,-1.06568,
0.740871,-2.40541,2.34039,1.99699,-1.0165,-1.07956,
0.731292,-2.39691,2.34928,2.02004,-1.02823,-1.09202,
0.722802,-2.38938,2.35715,2.04047,-1.03863,-1.10306,
0.715399,-2.38282,2.36401,2.05828,-1.04769,-1.11269,
0.709085,-2.37721,2.36987,2.07348,-1.05543,-1.1209,
0.703858,-2.37258,2.37472,2.08605,-1.06183,-1.1277,
0.69972,-2.36891,2.37855,2.09601,-1.0669,-1.13309,
0.696669,-2.3662,2.38138,2.10335,-1.07063,-1.13705,
0.694707,-2.36446,2.3832,2.10808,-1.07304,-1.13961,
0.693832,-2.36368,2.38401,2.11018,-1.07411,-1.14074,
0.693782,-2.36364,2.38406,2.1103,-1.07417,-1.14081,